GO	[-5.47 -0.68]	[-0.68 -0.36]	[-0.36 -0.19]	[-0.19 -0.06]	[-0.06 0.00]	[0.00 0.00]	[0.00 0.12]	[0.12 0.28]	[0.28 0.55]	[0.55 1.06]	[1.06 7.81]
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.491	-3.469	-3.469	-0.770	-2.946	-7.907	-0.473	1.208	4.384	5.571	7.324
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	-1.747	-2.946	-1.446	-0.961	-3.469	-7.907	-0.770	0.437	3.328	6.432	8.289
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-2.069	-1.725	-0.945	-1.426	-4.038	-6.562	-0.596	-0.352	3.370	7.415	6.927
GSE29618_MONOCYTE_VS_PDC_UP GSE29618_MONOCYTE_VS_PDC_UP	-0.700	-1.637	-0.700	-3.315	-3.907	-7.698	-0.700	1.318	1.773	5.865	6.734
GSE10325_BCELL_VS_MYELOID_DN GSE10325_BCELL_VS_MYELOID_DN	-1.770	-1.770	-2.975	-0.978	-2.517	-6.641	-0.621	0.426	2.665	7.278	7.255
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	-2.625	-3.091	-2.625	-1.278	-1.860	-6.800	0.497	2.820	2.820	3.452	5.680
GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN	-4.772	-1.747	-1.446	-0.961	-1.446	-7.907	0.334	1.880	3.328	3.665	4.748
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-1.659	-1.366	-1.114	-2.385	-3.940	-5.448	0.370	0.277	1.996	6.689	7.129
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	-1.883	-1.569	-4.271	-1.297	-2.242	-4.271	-0.539	4.463	2.783	3.089	4.446
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	-0.820	-1.550	-1.877	-2.255	-2.690	-3.776	-0.501	-0.382	1.640	5.676	8.990
GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP	-1.508	-1.508	-0.790	-1.830	-1.508	-6.166	-1.508	0.441	4.177	6.239	4.161
GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN	-3.004	-2.143	-2.143	-0.994	-1.222	-6.681	0.532	1.588	2.931	4.662	3.564
GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN	-2.917	-2.464	-1.426	0.568	-2.464	-7.866	1.439	1.439	3.370	1.439	3.356
GSE10325_CD4_TCELL_VS_MYELOID_DN GSE10325_CD4_TCELL_VS_MYELOID_DN	-1.681	-2.021	-0.913	-1.386	-2.411	-6.483	-0.334	1.077	2.513	6.178	3.784
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN	-1.096	-2.359	-2.359	-0.700	-3.907	-4.596	0.380	1.318	2.026	7.220	2.873
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN	-1.426	-1.426	-2.069	-1.426	-4.038	-5.561	1.230	1.439	4.433	3.709	2.157
GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN	-2.094	-2.946	-0.770	-0.473	-1.186	-6.602	-0.961	1.415	1.208	4.384	6.411
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	-4.913	-1.259	-1.528	0.301	-4.204	-3.593	-0.301	2.017	3.167	3.494	3.479
GSE29618_PDC_VS_MDC_DN GSE29618_PDC_VS_MDC_DN	-0.913	-1.681	0.737	-2.021	-3.376	-6.483	-0.913	1.487	2.811	4.159	2.798
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	-0.784	-0.978	-0.621	-1.204	-3.500	-6.641	0.326	0.678	1.000	3.287	6.795
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	-2.267	-2.267	-0.698	0.474	-1.590	-8.200	0.737	1.466	0.894	3.051	3.688
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	-2.281	-0.513	-2.719	-1.572	-1.572	-4.491	-0.293	2.118	0.663	4.031	6.030
GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN	-1.317	-2.012	-2.976	-0.635	-2.976	-4.340	1.594	0.600	4.201	2.432	3.074
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	-1.011	-3.033	-1.011	-1.815	-1.011	-3.033	-0.646	0.520	0.406	5.816	8.068
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP	0.828	-1.908	-1.543	-2.852	0.660	8.238	-1.543	-1.234	-1.908	-0.758	4.825
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP	-0.843	-2.625	-0.843	-1.044	-2.625	-5.786	-0.309	1.106	3.791	3.128	3.775
GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN	-1.114	-3.346	-1.366	-1.114	-1.114	-4.631	-0.431	0.916	2.548	2.548	6.668
GSE11057_CD4_EFF_MEM_VS_PBMC_DN GSE11057_CD4_EFF_MEM_VS_PBMC_DN	-0.700	-1.972	-0.882	-1.637	-2.803	-4.596	0.492	-0.317	3.890	5.032	2.873
GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP	-0.958	-1.192	-1.783	-0.761	-3.072	-3.072	-1.465	0.903	2.006	5.488	4.649
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	-0.770	-1.186	0.556	-1.186	-2.946	-6.602	-0.770	1.639	0.693	4.017	4.002
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_4H_DN GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_4H_DN	-3.004	-1.487	-0.799	0.982	-1.792	-6.681	2.076	-0.285	3.579	1.167	2.066
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	-0.415	-2.468	-1.691	-0.545	-2.051	-3.516	-2.051	2.132	3.040	3.729	2.708
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP	-0.858	-1.569	0.377	-1.061	-4.271	-4.984	-0.417	1.087	2.493	3.411	3.076
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN	-1.659	-1.366	-0.559	-0.326	-3.940	-2.832	0.607	-1.366	2.264	3.844	4.960
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN	-1.114	-1.659	-0.714	-0.326	-0.898	-7.740	0.277	0.607	1.295	2.848	4.191
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN	-1.487	-1.487	-0.379	-1.222	-1.487	-4.842	-0.379	0.317	1.588	3.925	5.438
