GO	[-3.28 -0.31]	[-0.31 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
MORF_ACTG1 MORF_ACTG1	-2.190	-1.087	-0.317	-0.745	1.496	3.679	0.888	1.859	-0.745	-2.190	-1.052
MORF_TPT1 MORF_TPT1	-2.400	-0.654	-0.403	-0.654	0.851	4.629	0.589	1.527	-0.654	-1.561	-0.993
GCM_TPT1 GCM_TPT1	-1.634	-0.936	-0.936	-0.936	0.862	2.731	1.675	1.675	-0.530	-0.936	-0.913
MORF_NPM1 MORF_NPM1	-1.606	-0.853	-0.270	-0.410	1.162	3.891	-0.270	1.783	-0.601	-2.155	-0.819
GNF2_PCNA GNF2_PCNA	2.731	-0.285	0.318	-0.530	0.318	-0.285	-0.530	-1.634	-0.530	-1.634	2.224
GNF2_EIF3S6 GNF2_EIF3S6	-1.853	-1.264	0.259	-0.347	0.421	3.866	0.629	1.185	-0.554	-1.264	-0.532
GCM_NPM1 GCM_NPM1	-1.142	-0.289	-0.750	-0.289	0.732	2.140	0.498	2.602	-0.750	-1.706	-1.110
GNF2_MSH2 GNF2_MSH2	-0.792	0.608	0.608	0.278	-0.792	-0.792	1.060	-0.792	-0.792	-0.326	2.323
GNF2_CENPE GNF2_CENPE	2.285	-0.792	0.608	-0.792	0.608	-0.326	-0.792	-0.792	0.278	-0.792	1.082
MORF_JUND MORF_JUND	-0.837	-0.457	-0.457	-0.457	-0.235	4.398	0.379	0.989	-0.457	-1.507	-0.442
MODULE_278 MODULE_278	-0.248	-0.666	0.361	-0.666	3.586	-0.666	-0.666	0.361	-0.248	0.762	-0.654
