GO	[-6.49 -0.60]	[-0.60 -0.27]	[-0.27 -0.14]	[-0.14 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.22]	[0.22 0.45]	[0.45 0.95]	[0.95 8.92]
GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN	5.262	0.263	-3.404	-1.701	1.689	3.748	-2.886	-3.404	-1.701	0.581	0.716
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	2.215	-0.538	-1.568	-1.881	4.091	-0.417	-2.239	-4.979	-0.538	0.910	3.389
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP	2.179	-3.160	-0.805	-2.660	2.762	1.027	-2.227	-1.008	-0.633	0.326	3.394
GSE41867_NAIVE_VS_DAY15_LCMV_CONE13_EFFECTOR_CD8_TCELL_UP GSE41867_NAIVE_VS_DAY15_LCMV_CONE13_EFFECTOR_CD8_TCELL_UP	3.535	0.380	-1.970	-3.312	1.116	0.933	-3.312	-1.095	-0.317	0.380	2.012
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	2.094	0.693	-1.372	-1.973	1.845	-1.128	-3.776	-1.372	-0.457	1.195	2.919
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	3.570	-0.918	-0.918	-1.973	0.844	-0.350	-1.372	-3.233	-0.457	1.612	2.625
GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	3.447	-1.277	-0.671	-1.043	0.387	0.928	-1.043	-2.622	-1.547	0.293	4.485
GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_DN GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_DN	2.462	0.552	-1.527	-3.739	2.179	0.326	-0.633	-2.660	-0.490	-0.277	2.168
GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_UP GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_UP	3.287	-0.343	-1.506	-1.506	4.566	0.263	-1.927	-0.660	-0.482	-0.482	0.261
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	2.678	-0.442	-2.349	-0.442	1.165	-0.828	-1.097	-1.842	-0.828	0.561	3.436
GSE9988_LPS_VS_LOW_LPS_MONOCYTE_DN GSE9988_LPS_VS_LOW_LPS_MONOCYTE_DN	2.510	-0.334	-1.679	-1.131	0.361	0.594	-1.385	-2.409	0.469	-0.441	3.776
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP	3.284	-0.724	-0.902	-0.446	3.284	-1.950	-1.631	-1.352	0.264	0.860	0.347
GSE360_L_MAJOR_VS_T_GONDII_DC_UP GSE360_L_MAJOR_VS_T_GONDII_DC_UP	2.154	-0.436	0.584	-1.610	3.654	-2.703	-0.436	-0.711	-1.610	0.464	0.579
GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP	2.673	-0.342	-1.631	-1.631	1.872	0.350	-1.950	-0.724	-0.573	0.350	1.627
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	3.531	-1.958	-0.789	-0.607	0.629	-0.789	-1.588	-0.607	0.267	1.916	0.625
